ROW;BASIS;BITVALUE;DET?
1;+;0;Y
2;+;0;Y
12;+;1;Y
15;X;1;Y
17;X;1;Y
19;X;1;Y
25;+;1;Y
26;+;0;Y
31;X;0;Y
37;+;0;Y
41;X;0;Y
47;+;1;Y
50;X;1;Y
58;+;0;Y
60;X;1;Y
61;+;1;Y
65;X;1;Y
71;X;0;Y
73;X;1;Y
78;X;1;Y
83;+;1;Y
84;X;1;Y
86;+;1;Y
90;+;0;Y
98;+;0;Y
