ROW;BASIS;BITVALUE;DET?
5;X;1;Y
14;+;1;Y
31;X;1;Y
37;X;1;Y
42;+;0;Y
54;+;0;Y
55;X;1;Y
56;+;0;Y
62;X;0;Y
66;+;0;Y
75;+;0;Y
89;+;0;Y
118;+;1;Y
120;+;1;Y
131;X;0;Y
132;+;0;Y
157;X;0;Y
167;+;0;Y
169;+;0;Y
170;+;0;Y
180;+;0;Y
196;X;0;Y
197;X;0;Y
214;+;0;Y
216;X;0;Y
221;+;1;Y
224;+;0;Y
225;X;0;Y
238;+;0;Y
262;X;0;Y
264;X;0;Y
269;X;1;Y
274;X;1;Y
279;+;1;Y
281;+;0;Y
309;X;0;Y
314;X;0;Y
315;X;0;Y
326;+;1;Y
330;+;0;Y
368;+;1;Y
