# G(2) Function
# 2025-11-20 17:23:44
# Histogram Width = 10 ns
# Events Ch. 0 = 2.178e+07 
# Events Ch. 1 = 2.286e+07 
# Integr. Time = 46.9 s
# G(2) Norm = 106.2 
# Fit Function = None
# Fit - A = 0 
# Fit - c = 0 ps
# Fit - B = 0 
# Fit - T_a = 0 ps
# Fit - p_f^2 = 0 
# Fit - c = 0 
# Fit - T_b = 0 ps
# Fit - T_a = 0 ps
# Unit dt: s
# Unit G(2): 1
# dt ; G(2)
-4.4574780E-009 ;  9.0430600E-001
-4.4477028E-009 ;  1.0079240E+000
-4.4379277E-009 ;  9.4198500E-001
-4.4281525E-009 ;  9.6082500E-001
-4.4183773E-009 ;  1.1021230E+000
-4.4086022E-009 ;  1.0361840E+000
-4.3988270E-009 ;  1.1869010E+000
-4.3890518E-009 ;  1.1398020E+000
-4.3792766E-009 ;  1.2999400E+000
-4.3695015E-009 ;  1.1209620E+000
-4.3597263E-009 ;  1.0173440E+000
-4.3499511E-009 ;  1.0738630E+000
-4.3401760E-009 ;  9.5140500E-001
-4.3304008E-009 ;  8.5720600E-001
-4.3206256E-009 ;  1.0079240E+000
-4.3108504E-009 ;  9.0430600E-001
-4.3010753E-009 ;  1.1774810E+000
-4.2913001E-009 ;  1.0456040E+000
-4.2815249E-009 ;  9.8908400E-001
-4.2717498E-009 ;  1.0927030E+000
-4.2619746E-009 ;  1.0361840E+000
-4.2521994E-009 ;  9.4198500E-001
-4.2424242E-009 ;  8.9488600E-001
-4.2326491E-009 ;  1.1398020E+000
-4.2228739E-009 ;  1.0550230E+000
-4.2130987E-009 ;  1.0079240E+000
-4.2033236E-009 ;  1.1021230E+000
-4.1935484E-009 ;  1.0927030E+000
-4.1837732E-009 ;  1.1303820E+000
-4.1739980E-009 ;  1.0738630E+000
-4.1642229E-009 ;  1.1303820E+000
-4.1544477E-009 ;  1.0927030E+000
-4.1446725E-009 ;  1.0550230E+000
-4.1348974E-009 ;  1.1492220E+000
-4.1251222E-009 ;  9.8908400E-001
-4.1153470E-009 ;  1.0456040E+000
-4.1055718E-009 ;  1.1021230E+000
-4.0957967E-009 ;  1.1680620E+000
-4.0860215E-009 ;  9.7966500E-001
-4.0762463E-009 ;  1.1303820E+000
-4.0664712E-009 ;  1.1303820E+000
-4.0566960E-009 ;  1.1303820E+000
-4.0469208E-009 ;  9.7966500E-001
-4.0371457E-009 ;  1.1869010E+000
-4.0273705E-009 ;  1.1586420E+000
-4.0175953E-009 ;  9.7966500E-001
-4.0078201E-009 ;  1.0173440E+000
-3.9980450E-009 ;  9.0430600E-001
-3.9882698E-009 ;  1.1303820E+000
-3.9784946E-009 ;  1.1021230E+000
-3.9687195E-009 ;  1.0644430E+000
-3.9589443E-009 ;  1.1021230E+000
-3.9491691E-009 ;  1.1492220E+000
-3.9393939E-009 ;  1.1869010E+000
-3.9296188E-009 ;  1.0173440E+000
-3.9198436E-009 ;  1.3187790E+000
-3.9100684E-009 ;  1.1680620E+000
-3.9002933E-009 ;  1.0927030E+000
-3.8905181E-009 ;  1.1680620E+000
-3.8807429E-009 ;  1.0644430E+000
-3.8709677E-009 ;  1.0644430E+000
-3.8611926E-009 ;  8.9488600E-001
-3.8514174E-009 ;  1.1869010E+000
-3.8416422E-009 ;  9.0430600E-001
-3.8318671E-009 ;  1.1492220E+000
-3.8220919E-009 ;  1.1115420E+000
-3.8123167E-009 ;  1.2528400E+000
-3.8025415E-009 ;  1.1492220E+000
-3.7927664E-009 ;  1.2245810E+000
-3.7829912E-009 ;  9.7966500E-001
-3.7732160E-009 ;  9.9850400E-001
-3.7634409E-009 ;  1.0927030E+000
-3.7536657E-009 ;  1.1869010E+000
-3.7438905E-009 ;  9.4198500E-001
-3.7341153E-009 ;  1.1209620E+000
-3.7243402E-009 ;  1.2245810E+000
-3.7145650E-009 ;  1.0173440E+000
-3.7047898E-009 ;  9.7966500E-001
-3.6950147E-009 ;  1.0927030E+000
-3.6852395E-009 ;  1.1492220E+000
-3.6754643E-009 ;  1.1021230E+000
-3.6656891E-009 ;  1.1303820E+000
-3.6559140E-009 ;  9.9850400E-001
-3.6461388E-009 ;  1.3281990E+000
-3.6363636E-009 ;  9.8908400E-001
-3.6265885E-009 ;  1.0456040E+000
-3.6168133E-009 ;  1.1869010E+000
-3.6070381E-009 ;  9.9850400E-001
-3.5972630E-009 ;  1.1398020E+000
-3.5874878E-009 ;  1.0738630E+000
-3.5777126E-009 ;  1.3093590E+000
-3.5679374E-009 ;  1.0173440E+000
-3.5581623E-009 ;  1.0079240E+000
-3.5483871E-009 ;  1.1398020E+000
-3.5386119E-009 ;  1.1586420E+000
-3.5288368E-009 ;  9.7024500E-001
-3.5190616E-009 ;  1.1963210E+000
-3.5092864E-009 ;  1.1303820E+000
-3.4995112E-009 ;  1.2340010E+000
-3.4897361E-009 ;  1.1586420E+000
-3.4799609E-009 ;  1.1586420E+000
-3.4701857E-009 ;  1.1115420E+000
-3.4604106E-009 ;  1.0550230E+000
-3.4506354E-009 ;  9.7024500E-001
-3.4408602E-009 ;  1.4412370E+000
-3.4310850E-009 ;  1.0832830E+000
-3.4213099E-009 ;  1.0456040E+000
-3.4115347E-009 ;  1.0456040E+000
-3.4017595E-009 ;  1.2057410E+000
-3.3919844E-009 ;  1.1492220E+000
-3.3822092E-009 ;  1.2716800E+000
-3.3724340E-009 ;  1.4789170E+000
-3.3626588E-009 ;  9.7966500E-001
-3.3528837E-009 ;  1.1492220E+000
-3.3431085E-009 ;  1.1303820E+000
-3.3333333E-009 ;  9.8908400E-001
-3.3235582E-009 ;  1.3281990E+000
-3.3137830E-009 ;  1.0927030E+000
-3.3040078E-009 ;  1.0738630E+000
-3.2942326E-009 ;  9.9850400E-001
-3.2844575E-009 ;  1.1869010E+000
-3.2746823E-009 ;  1.4035580E+000
-3.2649071E-009 ;  1.0550230E+000
-3.2551320E-009 ;  1.2811000E+000
-3.2453568E-009 ;  1.2151610E+000
-3.2355816E-009 ;  9.7966500E-001
-3.2258065E-009 ;  1.0173440E+000
-3.2160313E-009 ;  1.1303820E+000
-3.2062561E-009 ;  1.1303820E+000
-3.1964809E-009 ;  1.0361840E+000
-3.1867058E-009 ;  1.0173440E+000
-3.1769306E-009 ;  1.1209620E+000
-3.1671554E-009 ;  1.4035580E+000
-3.1573803E-009 ;  1.2622600E+000
-3.1476051E-009 ;  1.1774810E+000
-3.1378299E-009 ;  1.1774810E+000
-3.1280547E-009 ;  1.1963210E+000
-3.1182796E-009 ;  1.2716800E+000
-3.1085044E-009 ;  1.3376190E+000
-3.0987292E-009 ;  1.2905200E+000
-3.0889541E-009 ;  1.1774810E+000
-3.0791789E-009 ;  1.2528400E+000
-3.0694037E-009 ;  1.3187790E+000
-3.0596285E-009 ;  1.2340010E+000
-3.0498534E-009 ;  1.1021230E+000
-3.0400782E-009 ;  1.2716800E+000
-3.0303030E-009 ;  1.3658790E+000
-3.0205279E-009 ;  1.1963210E+000
-3.0107527E-009 ;  1.4129780E+000
-3.0009775E-009 ;  1.2811000E+000
-2.9912023E-009 ;  1.3187790E+000
-2.9814272E-009 ;  1.2811000E+000
-2.9716520E-009 ;  1.0738630E+000
-2.9618768E-009 ;  1.3470390E+000
-2.9521017E-009 ;  1.2340010E+000
-2.9423265E-009 ;  1.3281990E+000
-2.9325513E-009 ;  1.2434200E+000
-2.9227761E-009 ;  1.2434200E+000
-2.9130010E-009 ;  9.9850400E-001
-2.9032258E-009 ;  1.1963210E+000
-2.8934506E-009 ;  1.3564590E+000
-2.8836755E-009 ;  1.1774810E+000
-2.8739003E-009 ;  1.3093590E+000
-2.8641251E-009 ;  1.0738630E+000
-2.8543500E-009 ;  1.1209620E+000
-2.8445748E-009 ;  1.2811000E+000
-2.8347996E-009 ;  1.1963210E+000
-2.8250244E-009 ;  1.3941380E+000
-2.8152493E-009 ;  1.2434200E+000
-2.8054741E-009 ;  1.1963210E+000
-2.7956989E-009 ;  1.3470390E+000
-2.7859238E-009 ;  1.3093590E+000
-2.7761486E-009 ;  1.0644430E+000
-2.7663734E-009 ;  1.2340010E+000
-2.7565982E-009 ;  1.2622600E+000
-2.7468231E-009 ;  1.4600770E+000
-2.7370479E-009 ;  1.3470390E+000
-2.7272727E-009 ;  1.3470390E+000
-2.7174976E-009 ;  1.3564590E+000
-2.7077224E-009 ;  1.4789170E+000
-2.6979472E-009 ;  1.2999400E+000
-2.6881720E-009 ;  1.4318180E+000
-2.6783969E-009 ;  1.3658790E+000
-2.6686217E-009 ;  1.3658790E+000
-2.6588465E-009 ;  1.2905200E+000
-2.6490714E-009 ;  1.3376190E+000
-2.6392962E-009 ;  1.2905200E+000
-2.6295210E-009 ;  1.1963210E+000
-2.6197458E-009 ;  1.4223980E+000
-2.6099707E-009 ;  1.3564590E+000
-2.6001955E-009 ;  1.2622600E+000
-2.5904203E-009 ;  1.4223980E+000
-2.5806452E-009 ;  1.3847180E+000
-2.5708700E-009 ;  1.3658790E+000
-2.5610948E-009 ;  1.4600770E+000
-2.5513196E-009 ;  1.5354360E+000
-2.5415445E-009 ;  1.4789170E+000
-2.5317693E-009 ;  1.4883370E+000
-2.5219941E-009 ;  1.4600770E+000
-2.5122190E-009 ;  1.4883370E+000
-2.5024438E-009 ;  1.3376190E+000
-2.4926686E-009 ;  1.4694970E+000
-2.4828935E-009 ;  1.5071760E+000
-2.4731183E-009 ;  1.3564590E+000
-2.4633431E-009 ;  1.1963210E+000
-2.4535679E-009 ;  1.3470390E+000
-2.4437928E-009 ;  1.2245810E+000
-2.4340176E-009 ;  1.4223980E+000
-2.4242424E-009 ;  1.5165960E+000
-2.4144673E-009 ;  1.5260160E+000
-2.4046921E-009 ;  1.3752980E+000
-2.3949169E-009 ;  1.5260160E+000
-2.3851417E-009 ;  1.4977570E+000
-2.3753666E-009 ;  1.4035580E+000
-2.3655914E-009 ;  1.4789170E+000
-2.3558162E-009 ;  1.4506570E+000
-2.3460411E-009 ;  1.6202150E+000
-2.3362659E-009 ;  1.4977570E+000
-2.3264907E-009 ;  1.6107950E+000
-2.3167155E-009 ;  1.6955740E+000
-2.3069404E-009 ;  1.5354360E+000
-2.2971652E-009 ;  1.6767340E+000
-2.2873900E-009 ;  1.9216500E+000
-2.2776149E-009 ;  1.7803520E+000
-2.2678397E-009 ;  1.3847180E+000
-2.2580645E-009 ;  1.6107950E+000
-2.2482893E-009 ;  1.6202150E+000
-2.2385142E-009 ;  1.7897720E+000
-2.2287390E-009 ;  1.5165960E+000
-2.2189638E-009 ;  1.7144130E+000
-2.2091887E-009 ;  1.5731150E+000
-2.1994135E-009 ;  1.7426730E+000
-2.1896383E-009 ;  1.5542760E+000
-2.1798631E-009 ;  1.5825350E+000
-2.1700880E-009 ;  1.6296350E+000
-2.1603128E-009 ;  1.9216500E+000
-2.1505376E-009 ;  1.8086120E+000
-2.1407625E-009 ;  1.8933910E+000
-2.1309873E-009 ;  1.5731150E+000
-2.1212121E-009 ;  1.7520930E+000
-2.1114370E-009 ;  1.9875890E+000
-2.1016618E-009 ;  1.9970090E+000
-2.0918866E-009 ;  1.8557110E+000
-2.0821114E-009 ;  2.0064290E+000
-2.0723363E-009 ;  1.9781690E+000
-2.0625611E-009 ;  1.9970090E+000
-2.0527859E-009 ;  1.9028100E+000
-2.0430108E-009 ;  1.9499100E+000
-2.0332356E-009 ;  1.8933910E+000
-2.0234604E-009 ;  1.9781690E+000
-2.0136852E-009 ;  2.1477270E+000
-2.0039101E-009 ;  2.2607650E+000
-1.9941349E-009 ;  2.1288870E+000
-1.9843597E-009 ;  2.2984440E+000
-1.9745846E-009 ;  2.3455440E+000
-1.9648094E-009 ;  2.0629480E+000
-1.9550342E-009 ;  2.0064290E+000
-1.9452590E-009 ;  2.2607650E+000
-1.9354839E-009 ;  2.1948260E+000
-1.9257087E-009 ;  2.5622000E+000
-1.9159335E-009 ;  2.1854060E+000
-1.9061584E-009 ;  2.4114830E+000
-1.8963832E-009 ;  2.2042460E+000
-1.8866080E-009 ;  2.2796050E+000
-1.8768328E-009 ;  2.4680020E+000
-1.8670577E-009 ;  2.3455440E+000
-1.8572825E-009 ;  2.6375590E+000
-1.8475073E-009 ;  2.5998800E+000
-1.8377322E-009 ;  2.6093000E+000
-1.8279570E-009 ;  2.6093000E+000
-1.8181818E-009 ;  2.4397420E+000
-1.8084066E-009 ;  2.7411780E+000
-1.7986315E-009 ;  2.8636360E+000
-1.7888563E-009 ;  2.6658190E+000
-1.7790811E-009 ;  2.5998800E+000
-1.7693060E-009 ;  2.8071170E+000
-1.7595308E-009 ;  3.0143530E+000
-1.7497556E-009 ;  2.8542160E+000
-1.7399804E-009 ;  3.3063690E+000
-1.7302053E-009 ;  3.1085520E+000
-1.7204301E-009 ;  3.0708730E+000
-1.7106549E-009 ;  3.2592700E+000
-1.7008798E-009 ;  3.6360640E+000
-1.6911046E-009 ;  3.2686900E+000
-1.6813294E-009 ;  3.7679420E+000
-1.6715543E-009 ;  3.1085520E+000
-1.6617791E-009 ;  3.5230260E+000
-1.6520039E-009 ;  3.0049340E+000
-1.6422287E-009 ;  3.8244610E+000
-1.6324536E-009 ;  3.6266440E+000
-1.6226784E-009 ;  3.7302620E+000
-1.6129032E-009 ;  3.6078040E+000
-1.6031281E-009 ;  3.9657590E+000
-1.5933529E-009 ;  3.7114230E+000
-1.5835777E-009 ;  4.1635760E+000
-1.5738025E-009 ;  3.9845990E+000
-1.5640274E-009 ;  3.9186600E+000
-1.5542522E-009 ;  4.1541560E+000
-1.5444770E-009 ;  4.5497900E+000
-1.5347019E-009 ;  4.2671940E+000
-1.5249267E-009 ;  4.4744310E+000
-1.5151515E-009 ;  4.7287670E+000
-1.5053763E-009 ;  4.9831030E+000
-1.4956012E-009 ;  4.8135460E+000
-1.4858260E-009 ;  4.8323860E+000
-1.4760508E-009 ;  4.8135460E+000
-1.4662757E-009 ;  5.3410580E+000
-1.4565005E-009 ;  5.0019430E+000
-1.4467253E-009 ;  5.0773020E+000
-1.4369501E-009 ;  5.4352560E+000
-1.4271750E-009 ;  5.5577140E+000
-1.4173998E-009 ;  5.4729360E+000
-1.4076246E-009 ;  5.9439290E+000
-1.3978495E-009 ;  5.6895920E+000
-1.3880743E-009 ;  5.8403100E+000
-1.3782991E-009 ;  6.1134860E+000
-1.3685239E-009 ;  6.5373800E+000
-1.3587488E-009 ;  5.9816080E+000
-1.3489736E-009 ;  6.4714410E+000
-1.3391984E-009 ;  6.7728760E+000
-1.3294233E-009 ;  6.7634560E+000
-1.3196481E-009 ;  6.7351960E+000
-1.3098729E-009 ;  6.6033190E+000
-1.3000978E-009 ;  7.1685100E+000
-1.2903226E-009 ;  7.5076250E+000
-1.2805474E-009 ;  7.9786170E+000
-1.2707722E-009 ;  7.7525410E+000
-1.2609971E-009 ;  7.9126780E+000
-1.2512219E-009 ;  8.1670150E+000
-1.2414467E-009 ;  7.7996400E+000
-1.2316716E-009 ;  8.5909080E+000
-1.2218964E-009 ;  8.7510460E+000
-1.2121212E-009 ;  8.5626490E+000
-1.2023460E-009 ;  9.0242210E+000
-1.1925709E-009 ;  8.8075650E+000
-1.1827957E-009 ;  9.0430610E+000
-1.1730205E-009 ;  8.9111830E+000
-1.1632454E-009 ;  9.3444970E+000
-1.1534702E-009 ;  9.8908480E+000
-1.1436950E-009 ;  1.0003886E+001
-1.1339198E-009 ;  1.0041566E+001
-1.1241447E-009 ;  9.7212910E+000
-1.1143695E-009 ;  1.0408940E+001
-1.1045943E-009 ;  1.0220543E+001
-1.0948192E-009 ;  1.0578498E+001
-1.0850440E-009 ;  1.0861093E+001
-1.0752688E-009 ;  1.1463964E+001
-1.0654936E-009 ;  1.1200208E+001
-1.0557185E-009 ;  1.1200208E+001
-1.0459433E-009 ;  1.1727720E+001
-1.0361681E-009 ;  1.1680621E+001
-1.0263930E-009 ;  1.1850178E+001
-1.0166178E-009 ;  1.1445124E+001
-1.0068426E-009 ;  1.1869018E+001
-9.9706745E-010 ;  1.2650866E+001
-9.8729228E-010 ;  1.2839263E+001
-9.7751711E-010 ;  1.2924042E+001
-9.6774194E-010 ;  1.3121859E+001
-9.5796676E-010 ;  1.3724730E+001
-9.4819159E-010 ;  1.3451554E+001
-9.3841642E-010 ;  1.3310256E+001
-9.2864125E-010 ;  1.3329096E+001
-9.1886608E-010 ;  1.4450058E+001
-9.0909091E-010 ;  1.4629036E+001
-8.9931574E-010 ;  1.4968151E+001
-8.8954057E-010 ;  1.4892792E+001
-8.7976540E-010 ;  1.4619616E+001
-8.6999022E-010 ;  1.4789173E+001
-8.6021505E-010 ;  1.5627540E+001
-8.5043988E-010 ;  1.5523922E+001
-8.4066471E-010 ;  1.6117373E+001
-8.3088954E-010 ;  1.6362289E+001
-8.2111437E-010 ;  1.6324610E+001
-8.1133920E-010 ;  1.6626045E+001
-8.0156403E-010 ;  1.5976075E+001
-7.9178886E-010 ;  1.6814442E+001
-7.8201369E-010 ;  1.7049939E+001
-7.7223851E-010 ;  1.7181817E+001
-7.6246334E-010 ;  1.7398473E+001
-7.5268817E-010 ;  1.8302780E+001
-7.4291300E-010 ;  1.8236841E+001
-7.3313783E-010 ;  1.8594795E+001
-7.2336266E-010 ;  1.8406398E+001
-7.1358749E-010 ;  1.9028108E+001
-7.0381232E-010 ;  1.9489681E+001
-6.9403715E-010 ;  1.8811452E+001
-6.8426197E-010 ;  2.0036033E+001
-6.7448680E-010 ;  1.9612140E+001
-6.6471163E-010 ;  2.0893240E+001
-6.5493646E-010 ;  2.0054873E+001
-6.4516129E-010 ;  2.0497606E+001
-6.3538612E-010 ;  1.9941834E+001
-6.2561095E-010 ;  2.0959179E+001
-6.1583578E-010 ;  2.1081637E+001
-6.0606061E-010 ;  2.1816386E+001
-5.9628543E-010 ;  2.2051882E+001
-5.8651026E-010 ;  2.1948264E+001
-5.7673509E-010 ;  2.1128736E+001
-5.6695992E-010 ;  2.1354813E+001
-5.5718475E-010 ;  2.2070722E+001
-5.4740958E-010 ;  2.2136661E+001
-5.3763441E-010 ;  2.3003288E+001
-5.2785924E-010 ;  2.3634418E+001
-5.1808407E-010 ;  2.3342402E+001
-5.0830890E-010 ;  2.2918509E+001
-4.9853372E-010 ;  2.2965608E+001
-4.8875855E-010 ;  2.4190190E+001
-4.7898338E-010 ;  2.4218449E+001
-4.6920821E-010 ;  2.3964113E+001
-4.5943304E-010 ;  2.3059807E+001
-4.4965787E-010 ;  2.4501045E+001
-4.3988270E-010 ;  2.3408341E+001
-4.3010753E-010 ;  2.5235794E+001
-4.2033236E-010 ;  2.5254633E+001
-4.1055718E-010 ;  2.4793060E+001
-4.0078201E-010 ;  2.4642343E+001
-3.9100684E-010 ;  2.6045901E+001
-3.8123167E-010 ;  2.5669107E+001
-3.7145650E-010 ;  2.5395931E+001
-3.6168133E-010 ;  2.5706786E+001
-3.5190616E-010 ;  2.5009717E+001
-3.4213099E-010 ;  2.6111840E+001
-3.3235582E-010 ;  2.6187199E+001
-3.2258065E-010 ;  2.6545154E+001
-3.1280547E-010 ;  2.6027061E+001
-3.0303030E-010 ;  2.6573413E+001
-2.9325513E-010 ;  2.7138604E+001
-2.8347996E-010 ;  2.7402360E+001
-2.7370479E-010 ;  2.6790070E+001
-2.6392962E-010 ;  2.7505979E+001
-2.5415445E-010 ;  2.7873353E+001
-2.4437928E-010 ;  2.7242223E+001
-2.3460411E-010 ;  2.7100925E+001
-2.2482893E-010 ;  2.7063246E+001
-2.1505376E-010 ;  2.7637857E+001
-2.0527859E-010 ;  2.7176284E+001
-1.9550342E-010 ;  2.7901613E+001
-1.8572825E-010 ;  2.8598682E+001
-1.7595308E-010 ;  2.8193628E+001
-1.6617791E-010 ;  2.8674041E+001
-1.5640274E-010 ;  2.8495064E+001
-1.4662757E-010 ;  2.7684956E+001
-1.3685239E-010 ;  2.7967552E+001
-1.2707722E-010 ;  2.6808909E+001
-1.1730205E-010 ;  2.7958132E+001
-1.0752688E-010 ;  2.7430620E+001
-9.7751711E-011 ;  2.7553078E+001
-8.7976540E-011 ;  2.8033491E+001
-7.8201369E-011 ;  2.7327002E+001
-6.8426197E-011 ;  2.8325506E+001
-5.8651026E-011 ;  2.8325506E+001
-4.8875855E-011 ;  2.7449460E+001
-3.9100684E-011 ;  2.7694376E+001
-2.9325513E-011 ;  2.7619017E+001
-1.9550342E-011 ;  2.8127689E+001
-9.7751711E-012 ;  2.8438545E+001
 0.0000000E+000 ;  2.7873353E+001
 9.7751711E-012 ;  2.7901613E+001
 1.9550342E-011 ;  2.7242223E+001
 2.9325513E-011 ;  2.7986391E+001
 3.9100684E-011 ;  2.7421200E+001
 4.8875855E-011 ;  2.7458880E+001
 5.8651026E-011 ;  2.7345841E+001
 6.8426197E-011 ;  2.7223383E+001
 7.8201369E-011 ;  2.7006726E+001
 8.7976540E-011 ;  2.7110345E+001
 9.7751711E-011 ;  2.6884268E+001
 1.0752688E-010 ;  2.6648772E+001
 1.1730205E-010 ;  2.6912528E+001
 1.2707722E-010 ;  2.6686451E+001
 1.3685239E-010 ;  2.5461870E+001
 1.4662757E-010 ;  2.7034986E+001
 1.5640274E-010 ;  2.6856009E+001
 1.6617791E-010 ;  2.7345841E+001
 1.7595308E-010 ;  2.6027061E+001
 1.8572825E-010 ;  2.5961122E+001
 1.9550342E-010 ;  2.5273473E+001
 2.0527859E-010 ;  2.5782145E+001
 2.1505376E-010 ;  2.5735046E+001
 2.2482893E-010 ;  2.5461870E+001
 2.3460411E-010 ;  2.5753886E+001
 2.4437928E-010 ;  2.5669107E+001
 2.5415445E-010 ;  2.4924938E+001
 2.6392962E-010 ;  2.5678527E+001
 2.7370479E-010 ;  2.4331487E+001
 2.8347996E-010 ;  2.5320572E+001
 2.9325513E-010 ;  2.5499549E+001
 3.0303030E-010 ;  2.4378587E+001
 3.1280547E-010 ;  2.3681517E+001
 3.2258065E-010 ;  2.3012708E+001
 3.3235582E-010 ;  2.4322068E+001
 3.4213099E-010 ;  2.4114831E+001
 3.5190616E-010 ;  2.3483700E+001
 3.6168133E-010 ;  2.3917014E+001
 3.7145650E-010 ;  2.3370662E+001
 3.8123167E-010 ;  2.2400417E+001
 3.9100684E-010 ;  2.1967104E+001
 4.0078201E-010 ;  2.3417761E+001
 4.1055718E-010 ;  2.2004783E+001
 4.2033236E-010 ;  2.1825806E+001
 4.3010753E-010 ;  2.2334478E+001
 4.3988270E-010 ;  2.1430172E+001
 4.4965787E-010 ;  2.1138156E+001
 4.5943304E-010 ;  2.1825806E+001
 4.6920821E-010 ;  2.0874400E+001
 4.7898338E-010 ;  2.0045453E+001
 4.8875855E-010 ;  2.1081637E+001
 4.9853372E-010 ;  2.0554125E+001
 5.0830890E-010 ;  2.0422247E+001
 5.1808407E-010 ;  1.9169406E+001
 5.2785924E-010 ;  1.9386063E+001
 5.3763441E-010 ;  1.9461422E+001
 5.4740958E-010 ;  1.9480262E+001
 5.5718475E-010 ;  1.7944825E+001
 5.6695992E-010 ;  1.7520932E+001
 5.7673509E-010 ;  1.9414323E+001
 5.8651026E-010 ;  1.8274520E+001
 5.9628543E-010 ;  1.8029604E+001
 6.0606061E-010 ;  1.8246260E+001
 6.1583578E-010 ;  1.7426733E+001
 6.2561095E-010 ;  1.7860046E+001
 6.3538612E-010 ;  1.7841207E+001
 6.4516129E-010 ;  1.6955740E+001
 6.5493646E-010 ;  1.6390549E+001
 6.6471163E-010 ;  1.6494167E+001
 6.7448680E-010 ;  1.6409389E+001
 6.8426197E-010 ;  1.5985495E+001
 6.9403715E-010 ;  1.5768838E+001
 7.0381232E-010 ;  1.5495663E+001
 7.1358749E-010 ;  1.5523922E+001
 7.2336266E-010 ;  1.5363785E+001
 7.3313783E-010 ;  1.4986990E+001
 7.4291300E-010 ;  1.4723234E+001
 7.5268817E-010 ;  1.4534837E+001
 7.6246334E-010 ;  1.4534837E+001
 7.7223851E-010 ;  1.3545752E+001
 7.8201369E-010 ;  1.3931966E+001
 7.9178886E-010 ;  1.3489233E+001
 8.0156403E-010 ;  1.4045005E+001
 8.1133920E-010 ;  1.3687050E+001
 8.2111437E-010 ;  1.2989981E+001
 8.3088954E-010 ;  1.3159538E+001
 8.4066471E-010 ;  1.2999401E+001
 8.5043988E-010 ;  1.2349431E+001
 8.6021505E-010 ;  1.1821919E+001
 8.6999022E-010 ;  1.2217553E+001
 8.7976540E-010 ;  1.1765400E+001
 8.8954057E-010 ;  1.1360346E+001
 8.9931574E-010 ;  1.2057415E+001
 9.0909091E-010 ;  1.1134269E+001
 9.1886608E-010 ;  1.1256727E+001
 9.2864125E-010 ;  1.1096590E+001
 9.3841642E-010 ;  1.0380681E+001
 9.4819159E-010 ;  1.0220543E+001
 9.5796676E-010 ;  1.0267642E+001
 9.6774194E-010 ;  1.0653857E+001
 9.7751711E-010 ;  1.0277062E+001
 9.8729228E-010 ;  9.8531690E+000
 9.9706745E-010 ;  9.6741920E+000
 1.0068426E-009 ;  9.2220380E+000
 1.0166178E-009 ;  9.4010160E+000
 1.0263930E-009 ;  9.0524810E+000
 1.0361681E-009 ;  8.3836710E+000
 1.0459433E-009 ;  8.8452440E+000
 1.0557185E-009 ;  8.8264050E+000
 1.0654936E-009 ;  8.3365720E+000
 1.0752688E-009 ;  7.7525410E+000
 1.0850440E-009 ;  7.9974570E+000
 1.0948192E-009 ;  8.2894730E+000
 1.1045943E-009 ;  8.1858540E+000
 1.1143695E-009 ;  7.1590900E+000
 1.1241447E-009 ;  7.4511060E+000
 1.1339198E-009 ;  7.9597780E+000
 1.1436950E-009 ;  7.3003880E+000
 1.1534702E-009 ;  6.4620210E+000
 1.1632454E-009 ;  6.9330130E+000
 1.1730205E-009 ;  6.3678220E+000
 1.1827957E-009 ;  6.9612730E+000
 1.1925709E-009 ;  6.3395630E+000
 1.2023460E-009 ;  6.7446160E+000
 1.2121212E-009 ;  6.3489820E+000
 1.2218964E-009 ;  5.9627680E+000
 1.2316716E-009 ;  6.0192870E+000
 1.2414467E-009 ;  6.1323260E+000
 1.2512219E-009 ;  5.9910280E+000
 1.2609971E-009 ;  5.7272720E+000
 1.2707722E-009 ;  5.4540960E+000
 1.2805474E-009 ;  5.6142340E+000
 1.2903226E-009 ;  5.0207830E+000
 1.3000978E-009 ;  5.4540960E+000
 1.3098729E-009 ;  5.1055610E+000
 1.3196481E-009 ;  5.0867220E+000
 1.3294233E-009 ;  4.9077440E+000
 1.3391984E-009 ;  4.7099270E+000
 1.3489736E-009 ;  4.7947060E+000
 1.3587488E-009 ;  5.0490420E+000
 1.3685239E-009 ;  4.5497900E+000
 1.3782991E-009 ;  4.6722480E+000
 1.3880743E-009 ;  4.6910880E+000
 1.3978495E-009 ;  4.3708130E+000
 1.4076246E-009 ;  4.4084920E+000
 1.4173998E-009 ;  4.2954540E+000
 1.4271750E-009 ;  4.0599570E+000
 1.4369501E-009 ;  3.6643230E+000
 1.4467253E-009 ;  3.6643230E+000
 1.4565005E-009 ;  4.1164770E+000
 1.4662757E-009 ;  3.7302620E+000
 1.4760508E-009 ;  3.9374990E+000
 1.4858260E-009 ;  3.8056210E+000
 1.4956012E-009 ;  3.5041860E+000
 1.5053763E-009 ;  3.6172240E+000
 1.5151515E-009 ;  3.3534680E+000
 1.5249267E-009 ;  3.2781090E+000
 1.5347019E-009 ;  3.2310100E+000
 1.5444770E-009 ;  3.8150410E+000
 1.5542522E-009 ;  3.6078040E+000
 1.5640274E-009 ;  3.5512850E+000
 1.5738025E-009 ;  3.1744910E+000
 1.5835777E-009 ;  3.1462310E+000
 1.5933529E-009 ;  2.9672540E+000
 1.6031281E-009 ;  2.9484140E+000
 1.6129032E-009 ;  3.2404300E+000
 1.6226784E-009 ;  3.0520330E+000
 1.6324536E-009 ;  2.7317580E+000
